;;;SCT SCENARIO;;;;;;;;;;UMLS SCENARIO;;;;;;;;;;;;;;;;;
;;statistics;Annotator #1;;;Annotator #2;;;Review;;;;Annotator #1;;;Annotator #2;;;Review;;;;;;;;;;;
Doc ID;TOKEN;Chunks;CODE(S) ;"CONCEPT
COVERAGE";"TERM
COVERAGE";CODE(S);"CONCEPT
COVERAGE";"TERM
COVERAGE";;"CONCEPT
COVERAGE";Reviewed by;Comments;CODE(S);"CONCEPT
COVERAGE";"TERM
COVERAGE";CODE(S);"CONCEPT
COVERAGE";"TERM
COVERAGE";CODE(S);"CONCEPT
COVERAGE";Reviewed by;Comments;Review agree both;Review agrees first;Review agrees second;Review don't agree;Review does not take it into account;Annotators do not take it into account;;
DE41;Bisoprolol;1;386868003|Bisoprolol (substance);0;yes;386868003|Bisoprolol (substance);0;yes;386868003|Bisoprolol (substance);0;J+S;;C0053799|Bisoprolol;0;yes;C0053799|Bisoprolol;0;yes;C0053799|Bisoprolol;0;J+S;;;;;;;;Concept;Definition
DE41;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Green color;Indicates that the two annotators chose the same concept codes and concept coverage scores
DE41;mg;1;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;Red color;Indicates that the two annotators disagree on the concept codes and/or concept coverage scores
DE41;bds;1;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;J+S;;C0585361|BID;0;no;C0585361|BID;0;yes;C0585361|BID;0;J+S;;;;;;;;Yellow color;Indicates that one of the annotators did not provide an annotation to be compared to the other anntator's annotations
DE41;Amlodipine;2;386864001|Amlodipine (substance);0;yes;386864001|Amlodipine (substance);0;yes;386864001|Amlodipine (substance);0;J+S;;C0051696|Amlodipine;0;yes;C0051696|Amlodipine;0;yes;C0051696|Amlodipine;0;J+S;;;;;;;;Purple color;Indicates that there is a partial agreement on the concept codes selected by the annotators
DE41;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;CODE(s) column;It contains the codes selected by the annotators using the annotation guidelines defined for this project. It a list of unordered codes that aims to fully covers the meaning of the token in its related context
DE41;mg;2;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;CONCEPT COVERAGE column;"It contains the concept coverage scores. The possible scores are: 0 (Full coverage); 1 (Inferred coverage); 2 (Partial coverage) ; 4 (None coverage); 5 (Out of scope)"
DE41;tid;2;229798009|3x /day;0;yes;229798009|3x /day;0;yes;229798009|3x /day;0;J+S;;C0556984|Three Times Daily;0;yes;C0556984|Three Times Daily;0;yes;C0556984|Three Times Daily;0;J+S;;;;;;;;TERM COVERAGE column;It indicates whether the token in the snippet is used for any entry term of the selected codes.
DE41;Tamsulosin;3;372509005|Tamsulosin (substance);0;yes;372509005|Tamsulosin (substance);0;yes;372509005|Tamsulosin (substance);0;J+S;;C0257343|5-(2-((2-(2-ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide;0;yes;C0257343|5-(2-((2-(2-ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide;0;yes;C0257343|5-(2-((2-(2-ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide;0;J+S;;;;;;;;;
DE41;0.4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;3;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;0-0-1;3;;;;;3;;396147000|Once a day, in the evening (qualifier value);0;J+S;;;;;;3;;;3;J+S;;;;;;;;;
DE41;Hydroxyzine;4;372856003|Hydroxyzine (substance);0;yes;372856003|Hydroxyzine (substance);0;yes;372856003|Hydroxyzine (substance);0;J+S;;C0020404|Hydroxyzine;0;yes;C0020404|Hydroxyzine;0;yes;C0020404|Hydroxyzine;0;J+S;;;;;;;;;
DE41;25;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;4;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;bds;4;229799001|bd - Twice daily;0;yes;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;J+S;;C0585361|BID;0;yes;C0585361|BID;0;yes;C0585361|BID;0;J+S;;;;;;;;;
DE41;Cinacalcet;5;409392004|Cinacalcet (substance);0;yes;409392004|Cinacalcet (substance);0;yes;409392004|Cinacalcet (substance);0;J+S;;;;;C1337242|Cinacalcet;0;yes;C1337242|Cinacalcet;0;J+S;;;;;;;;;
DE41;tablets;5;385055001|Tablet;0;yes;385055001|Tablet;0;yes;385055001|Tablet;0;J+S;;;;;C0039225|Tablets;0;yes;C0039225|Tablets;0;J+S;;;;;;;;;
DE41;35;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;5;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;qd;5;307439001|Four times a day;0;no;307439001|Four times a day;0;yes;307439001|Four times a day;0;J+S;;;;;C0585291|quarter in die;0;no;C0585291|quarter in die;0;J+S;;;;;;;;;
DE41;Fluoxetine;6;372767007|Fluoxetine (substance);0;yes;372767007|Fluoxetine (substance);0;yes;372767007|Fluoxetine (substance);0;J+S;;;;;C0016365|Fluoxetin;0;yes;C0016365|Fluoxetin;0;J+S;;;;;;;;;
DE41;10;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;6;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;tid;6;229798009|3x /day;0;yes;229798009|3x /day;0;yes;229798009|3x /day;0;J+S;;C0556984|Three Times Daily;0;yes;C0556984|Three Times Daily;0;yes;C0556984|Three Times Daily;0;J+S;;;;;;;;;
DE41;Magnesium;7;72717003|Magnesium;0;yes;72717003|Magnesium;0;yes;72717003|Magnesium;0;J+S;;C0024467|Magnesium;0;yes;C0024467|Magnesium;0;yes;C0024467|Magnesium;0;J+S;;;;;;;;;
DE41;Tbl;7;385055001|Tablet;0;yes;385055001|Tablet;1;no;385055001|Tablet;0;J+S;;C0039225|Tablets;0;yes;C0039225|Tablets;0;no;C0039225|Tablets;0;J+S;;;;;;;;;
DE41;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;FT;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;150;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;7;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;bds;7;229799001|bd - Twice daily;0;yes;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;J+S;;C0585361|BID;0;yes;C0585361|BID;0;yes;C0585361|BID;0;J+S;;;;;;;;;
DE41;Nitroglycerin;9;346465006|Modified release glyceryl trinitrate;1;no;387404004|Nitroglycerin (substance);0;yes;346465006|Modified release glyceryl trinitrate;0;J+S;This is a product not a substance. The active ingredient is Nitroglycerin;C0939706|Nitroglycerin ER;1;yes;C0017887|Glyceryl Trinitrate;0;yes;C0939706|Nitroglycerin ER;0;J+S;;;;;;;;;
DE41;retard;9;346465006|Modified release glyceryl trinitrate;1;no;;;;346465006|Modified release glyceryl trinitrate;0;J+S;;C0939706|Nitroglycerin ER;1;no;C0011202|Delayed Action Preparations;0;no;C0939706|Nitroglycerin ER;0;J+S;;;;;;;;;
DE41;2.5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;9;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;caps;9;385049006|Capsule;0;yes;;;;385049006|Capsule;0;J+S;;C0006935|Capsules;0;no;;;;C0006935|Capsules;0;J+S;;;;;;;;;
DE41;.;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;bds;9;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;J+S;;C0585361|BID;0;no;C0585361|BID;0;yes;C0585361|BID;0;J+S;;;;;;;;;
DE41;pm;9;;;;422133006|Afternoon (qualifier value);0;no;422133006|Afternoon (qualifier value);0;J+S;;;;;;3;;C1509133|PM;0;J+S;;;;;;;;;
DE41;Nitroglycerin;10;387404004|Nitroglycerin (substance);0;yes;387404004|Nitroglycerin (substance);0;yes;387404004|Nitroglycerin (substance);0;J+S;;C0017887|Glyceryl Trinitrate;0;yes;C0017887|Glyceryl Trinitrate;0;yes;C0017887|Glyceryl Trinitrate;0;J+S;;;;;;;;;
DE41;pump;10;44668000|Pump, device;0;yes;44668000|Pump, device;0;yes;385074009|Sublingual spray;1;J+S;this ia a qualifier, but I think it should be a device. Or at least, related to a device;C0182537|pump;0;yes;C1556080|Pump;0;yes;C1273658|spray sublingual;1;J+S;;;;;;;;;
DE41;spray;10;419694003|Spray;0;yes;421720008|Spray dose form;0;yes;385074009|Sublingual spray;1;J+S;;C1154182|Spray Dosage Form;0;yes;C1154182|Spray Dosage Form;0;yes;C1273658|spray sublingual;1;J+S;;;;;;;;;
DE41;as;10;225761000|prn;0;yes;225761000|prn;0;yes;225761000|prn;0;J+S;;C0558288|As Required;0;yes;C0558288|As Required;0;yes;C0558288|As Required;0;J+S;;;;;;;;;
DE41;required;10;225761000|prn;0;yes;225761000|prn;0;yes;225761000|prn;0;J+S;;C0558288|As Required;0;yes;C0558288|As Required;0;yes;C0558288|As Required;0;J+S;;;;;;;;;
DE41;Amantadine;11;372763006|Amantadine (substance);0;yes;372763006|Amantadine (substance);0;yes;372763006|Amantadine (substance);0;J+S;;C0002403|1-Aminoadamantane;0;yes;C0002403|1-Aminoadamantane;0;yes;C0002403|1-Aminoadamantane;0;J+S;;;;;;;;;
DE41;bds;11;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;no;229799001|bd - Twice daily;0;J+S;;C0585361|BID;0;no;C0585361|BID;0;yes;C0585361|BID;0;J+S;;;;;;;;;
DE41;Allopurinol;12;387135004|Allopurinol (substance);0;yes;387135004|Allopurinol (substance);0;yes;387135004|Allopurinol (substance);0;J+S;;C0002144|Allopurinol;0;yes;C0002144|Allopurinol;0;yes;C0002144|Allopurinol;0;J+S;;;;;;;;;
DE41;300;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;«;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;tablet;12;385055001|Tablet;0;yes;385055001|Tablet;0;yes;385055001|Tablet;0;J+S;;C0039225|Tablets;0;yes;C0039225|Tablets;0;yes;C0039225|Tablets;0;J+S;;;;;;;;;
DE41;every;12;225760004|Alternate days;0;yes;225760004|Alternate days;0;yes;225760004|Alternate days;0;J+S;;C0558287|q.a.d.;0;yes;C0558287|q.a.d.;0;yes;C0558287|q.a.d.;0;J+S;;;;;;;;;
DE41;other;12;225760004|Alternate days;0;yes;225760004|Alternate days;0;yes;225760004|Alternate days;0;J+S;;C0558287|q.a.d.;0;yes;C0558287|q.a.d.;0;yes;C0558287|q.a.d.;0;J+S;;;;;;;;;
DE41;day;12;225760004|Alternate days;0;yes;225760004|Alternate days;0;yes;225760004|Alternate days;0;J+S;;C0558287|q.a.d.;0;yes;C0558287|q.a.d.;0;yes;C0558287|q.a.d.;0;J+S;;;;;;;;;
DE41;(;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;last;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;dose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;on;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;30.11.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;Mefenamic;13;387185008|Mefenamic acid (substance);0;yes;387185008|Mefenamic acid (substance);0;yes;387185008|Mefenamic acid (substance);0;J+S;;C0025152|Acid, Mefenamic;0;yes;C0025152|Acid, Mefenamic;0;yes;C0025152|Acid, Mefenamic;0;J+S;;;;;;;;;
DE41;acid;13;387185008|Mefenamic acid (substance);0;yes;387185008|Mefenamic acid (substance);0;yes;387185008|Mefenamic acid (substance);0;J+S;;C0025152|Acid, Mefenamic;0;yes;C0025152|Acid, Mefenamic;0;yes;C0025152|Acid, Mefenamic;0;J+S;;;;;;;;;
DE41;500;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;mg;13;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;yes;258684004|milligram (qualifier value);0;J+S;;C0439210|mg;0;yes;C0439210|mg;0;yes;C0439210|mg;0;J+S;;;;;;;;;
DE41;up;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE41;to;13;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;
