363698007	[442083009]
116676008	[49755003]
47429007	[404684003,71388002,272379006,410607006,105590001,260787004,78621006,373873005,138875005]
246075003	[410607006,105590001,260787004,78621006,373873005,138875005]
42752001	[404684003,272379006]
255234002	[404684003,71388002]
246112005	[272141005]
263502005	[288524001]
246456000	[288526004]
363714003	[363787002,108252007,386053000]
363713009	[260245000]
370135005	[263680009,441862004,472963003]
363705008	[404684003]
246454002	[282032007]
418775008	[71388002]
419066007	[420158005,419358007]
363704007	[442083009]
405813007	[442083009]
405814001	[442083009]
405816004	[49755003]
363700003	[49755003]
363709002	[49755003]
260686004	[129264002]
405815000	[49062001]
363699004	[49062001]
363710007	[49062001]
424226004	[49062001]
425391005	[49062001]
260507000	[309795001]
363701004	[105590001,373873005]
260870009	[272125009]
363702006	[404684003,71388002]
363703001	[363675004]
370131001	[125676002,35359004,133928008,105455006,389109008]
246513007	[261424001,255231005,257958009]
410675002	[284009009]
424876005	[103379005]
424244007	[78621006]
424361007	[105590001]
116686009	[123038009]
246093002	[105590001,363787002,4421005,410607006]
370134009	[7389001]
370130000	[118598001]
370132008	[30766002,26716007,117363000,117365007,117362005,117364006,117444000]
370129005	[127789004]
704318007	[118598001,118598001]
704319004	[123037004,410607006,105590001,123038009,260787004,373873005,419891008]
704321009	[415178003]
704322002	[123037004,410607006]
704323007	[7389001]
704324001	[105590001]
704320005	[123037004,410607006,105590001,123038009,260787004,373873005,419891008]
704325000	[105590001,123037004]
246514001	[258666001]
246501002	[272394005]
704327008	[123037004,410607006,260787004,123038009]
246090004	[404684003,272379006,363787002,416698001]
408729009	[410514004]
363589002	[71388002,363787002]
408730004	[288532009]
408731000	[410510008]
408732007	[125676002]
272741003	[182353008]
127489000	[105590001]
411116001	[105904009]
118171006	[71388002]
118168003	[49755003]
118169006	[442083009]
370133003	[105590001]
704326004	[404684003,703763000]
118170007	[125676002,35359004,133928008,49062001,276339004]
